salary_in_usd,experience_level,employment_type,employee_residence,remote_ratio,job_super_title,continent,company_size
150000,SE,FT,US,50,Machine Learning Engineer,Americas,L
20171,SE,FT,TR,50,Data Scientist,Asia,L
55000,SE,FT,ES,100,Scientist,Europe,L
58000,EN,FT,US,50,Data Scientist,Americas,L
100000,EN,FT,US,100,Data Scientist,Americas,M
77684,SE,FT,FR,50,Data Scientist,Europe,M
85000,EN,FT,NL,100,Machine Learning Engineer,Europe,S
76833,EN,FT,DE,0,Data Scientist,Europe,L
105000,SE,CT,US,100,Data Scientist,Americas,M
72000,EN,FT,US,100,Data Analyst,Americas,L
65013,EN,FT,DE,50,Data Engineer,Europe,M
28016,MI,FT,TR,100,Data Engineer,Asia,M
111775,MI,FT,US,0,Data Engineer,Americas,M
93150,MI,FT,US,0,Data Engineer,Americas,M
160000,SE,FT,PR,50,Data Engineer,Americas,S
25532,MI,FT,RS,100,Data Scientist,Europe,S
66265,SE,FT,IN,0,Machine Learning Engineer,Asia,L
16904,MI,FT,IN,100,Data Scientist,Asia,S
63831,SE,FT,DE,50,Data Analyst,Europe,L
190000,SE,FT,US,100,Data Scientist,Americas,S
141846,EX,FT,DE,0,Data Scientist,Europe,L
16228,EN,FT,IN,100,Data Engineer,Asia,L
71786,SE,FT,CA,100,Data Analyst,Americas,M
35735,MI,FT,HU,50,Data Scientist,Europe,L
135000,SE,FT,US,0,Data Scientist,Americas,L
24823,EN,FT,DE,50,Machine Learning Engineer,Europe,M
54094,SE,FT,IN,50,Data Scientist,Americas,L
24342,SE,FT,IN,100,Machine Learning Engineer,Asia,L
9272,EN,FT,KE,100,Data Analyst,Africa,S
147000,MI,FT,US,50,Data Scientist,Americas,L
96113,SE,FT,CA,50,Researcher,Americas,L
174000,SE,FT,US,100,Data Scientist,Americas,L
135000,MI,FT,US,100,Data Analyst,Americas,L
21844,EN,FT,CO,50,Machine Learning Engineer,Americas,M
125000,SE,FT,NZ,50,Data Engineer,Oceania,S
51321,EN,FT,FR,0,Data Scientist,Europe,S
40481,MI,FT,IN,0,Data Scientist,Asia,L
69741,EX,FT,FR,100,Data Scientist,Europe,S
50000,SE,FT,VN,100,Data Analyst,Europe,M
4000,MI,FT,IR,100,Data Engineer,Asia,M
39916,EN,FT,FR,0,Data Scientist,Europe,M
87000,MI,FT,US,100,Data Analyst,Americas,L
26005,MI,FT,RO,0,Data Engineer,Americas,L
90734,MI,FT,DE,50,Data Scientist,Europe,L
22611,MI,FT,IN,0,Data Engineer,Asia,L
5679,MI,FT,IN,100,Data Scientist,Americas,S
81000,EN,FT,US,50,Machine Learning Engineer,Americas,S
40038,MI,FT,CL,100,Data Scientist,Americas,L
2859,MI,FT,MX,0,Data Scientist,Americas,S
90000,EN,FT,US,100,Data Scientist,Americas,S
61467,MI,FT,DE,50,Data Scientist,Europe,M
195000,SE,FT,US,100,Engineer,Americas,M
37825,MI,FT,ES,100,Data Scientist,Europe,L
85000,MI,FT,US,100,Data Analyst,Americas,L
416000,EX,CT,US,100,Data Scientist,Americas,S
225000,SE,FT,US,100,Scientist,Americas,L
56256,MI,FT,GB,50,Data Scientist,Europe,L
33808,MI,FT,IN,0,Data Scientist,Asia,M
116914,MI,FT,GB,50,Data Scientist,Europe,L
46597,MI,FT,PL,100,Machine Learning Engineer,Europe,L
8000,MI,FT,PK,50,Data Analyst,Asia,L
41689,EN,FT,JP,100,Data Engineer,Asia,S
114047,SE,FT,PL,100,Data Engineer,Europe,S
88654,MI,FT,BE,100,Machine Learning Engineer,Europe,M
5707,EN,FT,IN,50,Data Scientist,Asia,M
56000,MI,FT,PT,100,Data Engineer,Americas,M
28609,EN,PT,DK,50,Engineer,Europe,S
88654,MI,FT,DE,50,Data Scientist,Europe,L
43331,MI,FT,CN,0,Machine Learning Engineer,Asia,M
6072,MI,FT,IN,100,Data Analyst,Asia,L
47899,SE,FT,GR,50,Data Engineer,Europe,L
98000,MI,FT,US,0,Data Analyst,Americas,M
66022,MI,FT,HK,50,Data Engineer,Europe,S
56738,MI,FT,FR,50,Researcher,Europe,S
24823,MI,FT,SI,50,Machine Learning Engineer,Europe,L
120000,SE,FT,US,0,Data Analyst,Americas,L
20000,MI,FL,IT,0,Data Engineer,Americas,L
325000,EX,FT,US,100,Data Scientist,Americas,L
200000,SE,FT,US,100,Machine Learning Engineer,Americas,L
45896,EN,FT,DK,50,Scientist,Europe,S
160000,MI,FT,US,100,Data Scientist,Americas,L
50000,SE,FT,FR,100,Researcher,Americas,S
40189,MI,FT,GR,100,Data Scientist,Europe,M
600000,EX,FT,US,100,Data Engineer,Americas,L
12901,MI,FT,BR,0,Data Scientist,Americas,S
165000,SE,FT,US,0,Data Engineer,Americas,M
5882,EN,FT,IN,0,Data Engineer,Europe,L
42197,MI,FT,FR,50,Data Scientist,Europe,S
185000,SE,FT,US,100,Data Engineer,Americas,L
62726,EN,FT,DE,50,Data Scientist,Europe,S
90734,MI,FT,DE,50,Data Scientist,Europe,L
21669,EN,PT,IT,50,Data Scientist,Europe,S
110000,MI,FT,US,100,Data Engineer,Americas,L
140000,SE,FT,US,100,Data Analyst,Americas,L
120000,SE,FT,US,50,Data Scientist,Americas,L
87738,SE,FT,CA,100,Data Scientist,Americas,S
61896,SE,FT,GB,50,Data Analyst,Europe,L
12000,MI,FL,PK,50,Scientist,Asia,M
76833,SE,FT,RO,50,Data Engineer,Europe,S
74000,MI,FT,JP,50,Machine Learning Engineer,Asia,S
152000,SE,FT,US,100,Data Scientist,Europe,L
18000,MI,FT,MD,0,Data Engineer,Europe,S
60000,SE,FL,RU,100,Engineer,Americas,S
130000,MI,FT,US,50,Data Scientist,Americas,L
18907,SE,FT,BR,0,Engineer,Americas,M
59102,EN,FT,LU,100,Data Analyst,Europe,L
173762,SE,FT,DE,100,Data Scientist,Europe,M
148261,SE,FT,DE,100,Data Scientist,Europe,M
38776,MI,FT,ES,100,Data Scientist,Europe,M
46809,MI,FT,ES,100,Data Scientist,Europe,M
4000,EN,FT,VN,0,Data Scientist,Asia,M
18053,EN,FT,IN,100,Scientist,Oceania,S
91237,SE,FT,AT,0,Data Scientist,Europe,S
62726,MI,FT,FR,50,Data Scientist,Europe,S
115000,MI,FT,US,50,Data Scientist,Americas,L
235000,SE,FT,US,100,Data Scientist,Americas,L
19609,MI,FT,IN,100,Data Analyst,Asia,L
12000,EN,PT,BR,100,Scientist,Americas,S
75000,MI,FT,US,0,Data Analyst,Americas,L
62000,MI,FT,US,0,Data Analyst,Americas,L
73000,MI,FT,US,0,Data Scientist,Americas,L
45391,MI,FT,NL,100,Data Engineer,Europe,L
190200,SE,FT,US,100,Data Scientist,Americas,M
118000,MI,FT,US,100,Data Scientist,Americas,M
138350,MI,FT,US,100,Data Scientist,Americas,M
130800,MI,FT,ES,100,Data Engineer,Americas,M
45618,SE,FT,HR,100,Machine Learning Engineer,Europe,S
168000,SE,FT,JP,0,Data Scientist,Asia,S
119059,MI,FT,SG,100,Data Scientist,Asia,M
423000,MI,FT,US,50,Scientist,Americas,L
28369,MI,FT,MT,50,Data Engineer,Europe,L
165000,SE,FT,US,100,Data Manager,Americas,L
412000,SE,FT,US,100,Data Scientist,Americas,L
151000,MI,FT,US,100,Data Scientist,Americas,L
105000,EN,FT,US,100,Data Scientist,Americas,S
100000,EN,CT,US,100,Data Analyst,Americas,L
94665,SE,FT,IN,50,Data Scientist,Asia,L
